USER_ID	SCORE	USER_NAME	COMMENTS	LIKES
100000321098272	106	Joanna Chen	8	26
100000076453143	38	希兒	1	28
100000355383463	36	楊玉緁	3	6
100000174250797	32	丁梅雪	1	22
655407723	29	Claire Ko	2	9
100000489113749	27	姚星星	1	17
100001846758652	26	許芳裕	0	26
100002263702244	25	Satin Wang	2	5
100001682874713	24	劉湘盈	1	14
100000299816641	24	胡小倩	0	24
100000355369721	23	李佳蓉	2	3
100001068009034	23	粉精靈	0	23
100000191945139	23	Mickey Chen	1	13
597117879	23	Pei-Yu LO	0	23
100000899589604	23	Chinhua Kuo	0	23
100007265627819	23	伍曉婷	2	3
100003192673666	22	Amber  Chou	2	2
100000115312612	22	江晶	2	2
100001593700074	22	Hsiangmei Yang	0	22
100001496015659	22	夢幻少婦	2	2
1716724668	21	楊常瑄	0	21
100000244074880	20	Katrina Wen	2	0
100000634016987	20	Beatriz Chairez	1	10
100002469691687	20	Rane Chen	1	10
100001961171274	19	邱若婕	0	19
100008295647026	19	Shereef Muhammed	0	19
1100467252	19	Mei Lin	0	19
100003245746004	19	Pei Li Chen	1	9
100002380659683	19	詹雅評	0	19
1075594253	18	Nancy Liu	0	18
100000581564144	18	林玉珮	0	18
100000110486240	18	Micky Chen	0	18
100000101013434	17	林小艾	1	7
100000519495281	17	周湧家	0	17
748207138	17	Sylvia Hsu	0	17
100000198653377	17	雅君	1	7
100002335850780	16	陳敏珠	0	16
535261873	16	Rita Tang	0	16
100004093025115	16	呂宜芳	0	16
100001688056673	16	施定彥	0	16
100006461965978	16	Phoebe  Huang	0	16
100000119538469	15	Shuchao Chen	0	15
100008595404875	15	陳秋惠	0	15
100000102049534	15	陳珮琪	1	5
100003720827250	15	李曉真	1	5
100000051494924	14	彭淑雲	0	14
100001161463928	14	Angel 戴嘉慧	0	14
100004971347553	14	Emi Kuo	1	4
1018842623	14	Catherine Chiang	1	4
100000995050746	14	林慧玲	1	4
